# USECODE Dialogue Text Dump
# File: D:\Project\uc\ULTIMA7\STATIC\USECODE
# Generated: 2026-06-16 17:36:28
# Total strings: 11873
# Filter: dialogue-likely only, deduplicated
================================================================================

    1.           -- Iolo Arbalest
   23.      ...take the bale of wool and stretch it out across the wheel to make the thread. Once that is done, pull the thread across the loom and begin weaving. Shortly thou wilt have a nice stretch of cloth from which canst make a variety of useful things. For variation, use different colored threads on the loom to create exciting patterns.
   24.      A fisherman is much like a knight, off to conquer the terrible dragon. Certainly, the terrain is familiar, just as the knight's homeland is to him, but the contest is where the real comparison lies. While a knight carries with him a great and powerful sword, and fisherman must arm himself with a sturdy pole.~
   25.      A large chop of fine meat, including mutton, fowl, ham, or ribs, is by far the most nourishing.  This does not include other forms of beef, however, for they are usually served in smaller portions. Pork and sausage are also lower on the proverbial "scale," for they are not quite as filling. In place of meat, I would recommend flounder, cheese, or potatoes, for they are also quite good for thee.~     In some instances, trout, fish and chips, and some breads will pass for a meal. An egg and most any other fruit and vegetable, including: an apple, a banana, a carrot, a pumpkin, a bunch of grapes, and various cakes, will suffice in a pinch. However, despite its delectible taste and extravagant price, Silverleaf meals have absolutely no value on this chart at all. The moral is, my friend, never pass up meats when thou hast the chance to dine upon them!*
   26.      A particular emphasis of the work is the importance of the gargoyle family structure. As there is no evidence of gargoyles having a gender, it is odd how close "father" gargoyles maintain a relationship with their (presumably) adopted sons.~
   27.      A short essay, involving a metal plate hung above a door, explains what seems to be a far simpler method of dispatching the noble monarch.
   28.      A special chapter details the art of diaper changing, and adds a touch of humor by describing (for the more soldierly sorts who may be reading) the effects of hurling soiled diapers at one's enemies.
   29.      After the blood has been properly contained, it must be spilled in five spots about the body of the stone creature as if the creature were Castambre's Stone and the puddles of blood the five rocks of the pentacle. In fact, it is necessary to set down five such small rocks to mark the location upon which the blood must be spilled. Then must thou cast Vas Flam Uus (see detachable page at end of volume), setting fire to each of the puddles of blood. Following that must be chanted the sacred words gleaned from Castambre's journals (also on detachable page).
   30.      All begins with the three principles: Control, Passion and Diligence.~
   31.      All citizens of Britannia, obviously, owe alleigance to the just and noble Lord British. The next in line to receive our respect are the members of the Great Council, which comprises one citizen from each town or city in Britannia.~
   32.      All of the items listed in the final category are either unique items, or legendary items. Their usefulness in combat has not yet been explored fully.
   33.      All that thou is left to do now is to put the pommel over the tang. It takes some doing to make a fine, sturdy sword, but the finished weapon is well worth it!
   34.      An ancient prophecy tells of the final days. When the end of our world shall come. Three signs will precede the end. Thrice shall a being of great evil come into our land, and by this it shall be known that the end is nigh.~
   35.      An illustrated guide to jousting and barding. This work builds upon the concepts presented in the prequel, LANDSHIPS.
   36.      And how does a fisherman catch his prey. Not by sitting idly by and waiting for them to jump into his pail! For once the creature grabs hold of the bait, the fisherman must fight and thrash his way, as if attacking the very beast, itself. Minutes seem to turn to hours as the warrior battles with his fish, until finally, all energy spent from both sides, the fish is dragged unwillingly into the waiting bucket.~
   37.      And then, the process must begin anew...
   38.      And those same people, many of whom came from Yew, began to populate the Deep Forest. Though it will not be long before the growing cities and towns catch up to them, for now, many are able to lose themselves amongst the trees, the deer, and the Emps.~
   39.      Another volume in a long series of books detailing every known geographical location and historical personage. This work covers Aakara, the first mayor of Trinsic, through Exodus, the vile offspring of Mondain and Minax.
   40.      Appendix K~     The Stone of Castambre
   41.      As long as one has shears, cloth, and a conscious mind, thou wilt have little fear of bleeding to death on the corpse-littered fields of battle. Simply cut the cloth into strips and bandages. Quickly placing the center of the bandage over the wound, wrap the strip around and around the bleeding area. As the cloth begins to soak up the blood, it will combine with the natural healing aspects of the body to staunch the flow of blood and to quicken the healing process. In no time at all, thou wilt be ready to travel again (though I advise this travel to be to the house of a competent healer!).
   42.      As many of you undoubtedly know the Flying Carpet was essential to the Avatar in his legendary quest to save Lord British from the Three Shadowlords. However,few people realize that this fascinating piece of lore has been rediscovered and, according to my sources, hidden just inside the dungeon Destard, (or is it Despise, I always get those mixed up (NOTE: look this up before publication)). This amazing carpet could fly over water and swamps with no adverse effects, a marvelous tool for the common adventurer and essential for the Avatar. (An interesting side note: according to an ancient tome, the carpet was actual believed a failure by its creater for its inability to rise more than a few inches off the ground)*
   43.      As the cities grew throughout the land, many found it difficult to continue peaceful existances as simple farmers and herders. More and more it became necessary to learn trades involving the exchange of goods and services, and the was considerably less instances of of self-sufficiency. While most Britannian found this pleasing, there were those who wanted a return to the less mechanical side of life.~
   44.      As the title says, this book describes the minor spells that fall into the bailiwick of charlatans and prestidigitators.
   45.      Being of sound mind and body, I hereby bequeath all of my belongings to... Nell, my beloved chambermaid. She has kept me warm so many nights, which is more than I can say for most of my bloody subjects! And to our unborn child, I bequeath my crown. Long live the king. Or queen, whichever it shall be!~~
   46.      Betwixt the covers of this atlas is a detailed description of the entire continent of Britannia and the nearby islands.
   47.      Betwixt the covers of this atlas is a detailed description of the entire continent of Britannia and the nearby islands.*
   48.      Betwixt the covers of this book can be found details on the most prevalent animals that inhabit the lands of Britannia.~~
   49.      Betwixt the covers of this volume is invaluable reading for all soldiers. This manual details the tactics and strategies of siege warfare, from the point of view of the attacker -and- the defender.~
   50.      Bound here is the comprehensive guide to the avian species, beautifully and colorfully illustrated by many different artists.
   51.      But how do I capture this ability, I hear thee ask.  First, assuming thou hast already discovered the Isle of Fire (no mean feat, I assure thee), thou must then search for the "pentacle of rocks" -- five boulders arranged as though they were vertices in a pentagram. In the center thou shouldst notice a sixth rock, from which grows a large, healthy tree -- the Tree of Life. This sixth rock is Castambre's Stone.
   52.      But these three virtues are no more important than the other five: Control combines with Passion to give Balance. Passion combines with Diligence to yield Achievement. And Diligence joins with Control to provide Precision.~
   53.      Circa 0207 there was a rather infamous case of a resourceful peeping-tom. One may ask what this has to do with potions, but the publicity generated from this trail about the use and misuse of magical potions of X-ray vision encouraged all honorable mages and alchemists to cease making the amazing potions. And, as these potions fell into disuse, the affectation of calling them white potions also slowly ceased, and a lesser known concoction (which, ironically, is appreciably more white than the original X-ray potion I was able to view (see Alagners Index of Treasures, entry 15, for more information), that of common illumination, became its replacement.*
   54.      Compiled from the music of three master bards, this full volume contains a collection of songs for a variety of stringed and percussion instruments.
   55.      Consider this, dear reader. While thou might happen to encouter a wild bear in thy travels, or, even less likely, a troll, thou art doubtless going to be in need of much more mundane equipment.~
   56.      Contained within the pages of this book is what seems to be an allegory for human familial relations. The work is obviously fiction, but the understones suggest extensive study on Hueman's part. Halfway through the work, the point of view shifts, permitting the reader to see multiple sides of each issue.
   57.      DEED~~SHIP NAME: Anne's Revenge~~COMPLETION DATE:11-23-0198 ~~INSPECTION DATE: 1-17-0199~~SHIPWRIGHT: Alluria of New Magincia
   58.      DEED~~SHIP NAME: Bounty~~COMPLETION DATE: 5-27-0185 ~~INSPECTION DATE: 6-04-0185~~SHIPWRIGHT: Gibson of Minoc
   59.      DEED~~SHIP NAME: Golden Ankh~~COMPLETION DATE: 3-8-0338~~ INSPECTION DATE: 3-18-0338~~SHIPWRIGHT: Clint of Britain
   60.      DEED~~SHIP NAME: Golden Hinde~~COMPLETION DATE: 7-08-0105 ~~INSPECTION DATE: 7-12-0105~~SHIPWRIGHT: Gendra of Trinsic
   61.      DEED~~SHIP NAME: The Beast~~COMPLETION DATE: 3-12-0358~~ INSPECTION DATE: 3-19-0358~~SHIPWRIGHT: Clint of Britain
   62.      DEED~~SHIP NAME: The Dragon's Breath~~COMPLETION DATE: 5-18-0342~~ INSPECTION DATE: 5-23-0342~~SHIPWRIGHT: Rohden of Britain
   63.      DEED~~SHIP NAME: The Excellencia~~COMPLETION DATE:~~ INSPECTION DATE:~~SHIPWRIGHT: Owen of Minoc
   64.      DEED~~SHIP NAME: The Lusty Wench~~COMPLETION DATE: 6-14-0327~~ INSPECTION DATE: 6-24-0359~~SHIPWRIGHT: Kethron of Moonglow
   65.      DEED~~SHIP NAME: The Nymphet~~COMPLETION DATE: 12-22-0357~~ INSPECTION DATE: 1-3-0358~~SHIPWRIGHT: Russell of New Magincia
   66.      DEED~~SHIP NAME: The Scaly Eel~~COMPLETION DATE: 7-21-0355~~ INSPECTION DATE: 8-2-0355~~SHIPWRIGHT: Gargan of Trinsic
   67.      DEED~~SHIP NAME:~~COMPLETION DATE:~~INSPECTION DATE:~~ SHIPWRIGHT:
   68.      Day Forty: Number of requests for Silverleaf has nearly matched that of "ordinary" trees. Wonder what they could want them for.~~
   69.      Day eleven: I am amazed at how frequently people are requesting my services. There is no longer any doubt to the rumors of the rapid growth in Britannia's urban areas.~~
   70.      Day seven: Today received yet another order for more logs.~~
   71.      Day sixteen: Found new species of tree. Has silver looking leaves that sparkle and grow quite large. Size indicates that the trees live very long, but grow slowly.~~
   72.      Day twenty-eight: Had an odd request for a few of these new "Silverleaf" trees.~~
   73.      Definitions:~~Black potion: Drinking this will render the individual invisible for several minutes.~Blue potion: This mixture will put the imbiber into a deep sleep.~Orange potion: This potion will awaken an individual who was magically put to sleep.~Purple potion: This concoction will provide magical protection for several minutes of hard fighting.~White potion: This potion will provide a small bit of illumination, much like a candle, for a few minutes.~ Yellow potion: This powerful mixture will give healing aid to the imbiber's wounds.~~WARNING: Green potion: This potion is a dangerous toxin, and will poison the imbiber, possibly killing the individual.~ Red potion: This fabulous drink will cure most poisons, including those acquired from the slugs in the swamps and that gained from drinking a GREEN potion.*
   74.      Despite Felcrodan's theory of 0335, there are, indeed, rays of energy that constantly bombard Britannia. In fact, these very same rays permeate of all the known space between Britannia and the stars. Recent experiments have proven my theory that these rays, known hereafter as `Mempto Rays,' are lethal to all non-living matter. In fact, Mempto rays have demonstrated their ability numerous times, once killing an entire boulder in a matter of a few hours. It is my recommendation...
   75.      Despite the rather frivolous title, this complete tome explains the value of applying magic for the benefit of society, as opposed to selfish, personal gain. The concepts presented herein mesh quite well with those exemplified by the virtues.
   76.      First, thou must procure a five stone's of the dust of crushed rubies. This must be mixed thoroughly with the ooze of a slime, enough to make the rubies into a thick paste. After thou hast created the paste, set it in an ivory jar and place the entire container in a bucket of olive oil for three years.*
   77.      For several generations ownership was passed down the Vemelon line until one day the very mountains nearby opened up, and the swamps engulfed the castle.~
   78.      Found almost exclusively in the dungeon Destard, dragons are an ancient race of large reptiles. They possess great intelligence, and a few also use magic, sometimes summoning other creatures to fight with -- or for -- them in battle.~
   79.      Found upon the pages of this combat and exercise training manual are words that expand upon the original edition. Sadly, this work has recieved much less attention than Karenna's other two.
   80.      Found upon the pages of this tome are many a recipe for the creation of "mundane" magic utensils and apparatuses, including such items as the SELF-PROPELLED BROOM, the GHOST WRITING QUILL, and the ALARM GEM.
   81.      Found within are many a recipe for the most delicious of alcoholic beverages. Not only are the pages filled with descriptions of the various processes by which one produces these drinks, but also with a great number of suggestions for serving methods. In addition, the back index references each drink by type -and- color.
   82.      Found within are the ravings of a deranged meglomaniac cleric, describing his plans for the domination of Britannia.
   83.      Found within is a description of the proper behavior for courtiers and courted individuals. The book reveals many different techniques for both polite and impolite seduction.
   84.      Found within is the complete dictionary of terms for understanding and translating runes. In addition, the work discusses in depth the relation between runes and magic. Based on the intense text within, it would seem that the author is either a profound dolt or a simple genius.
   85.      Found within this plain-bound volume is a combat and exercise training manual. The work provides simple yet complete illustrations demonstrating a variety of steps that will not only disable an opponent, but also aids in good cardiovascular circulation.
   86.      From Control springs Direction. From Passion springs Feeling. From Diligence springs Persistence.~
   87.      Good morning to thee, gentle friend and traveller! No matter what time of day it might be when thou art reading this- no matter what the hour of the clock- I say good morning to thee because this very moment brings to thee the coming of the dawn. The dawn, as everyone knows, is the moment when illumination comes. The dawn marks the end of the long dark night. It is the moment that marks a new beginning. It is my humble hope that these words may be for thee a dawning, or at least, a sort of awakening...
   88.      Held between the covers of this book is an action-adventure novel about a man-eating sea creature who terrorizes a small coastal town for several months.
   89.      Held within these pages is the explaination of agriculture in detail, including the much misunderstood mulching process. The middle section is an illustrated guide to many gardening implements.
   90.      Here is another volume in a long series of books detailing every known geographical location and historical personage. This book covers Quaaxetlornicom, the mythilogical snow beast of the North, through, Utopia, the proposed manifestation of the time-honored concept of a perfect society.
   91.      Here is another volume in a long series of books detailing every known geographical location and historical personage. This tome covers Kanos, an historical tower in ancient Yew, through Pusmoran, the orginator of the rarely-used fourth person point of view.
   92.      Here is another volume in a long series of books detailing every known geographical location and historical personage. This tome covers Vargaz, contemporary storyteller and compiler of legendary parables, through Zyand, a prehistoric island.
   93.      Here is another volume in a long series of books detailing every known geographical location and historical personage. This work covers Faalga, the ancient sage of reptiles, through Lyceaum, the reknowned library that is now a part of Moonglow.
   94.      Here, finally in one volume are the details of the skills necessary for butchering. The work discusses several contemporary styles, including the author's own. Be warned, noble reader, that Morfin leads into a graphic level of detail that would turn the stomach of all but the toughest meat carvers.
   95.      Herein are many words of wisdom for use within the realm of combat and exercise for pregnant women. The drawings included perfectly illustrate in explicit detail how these forms differ from more conventional styles, and how pregnancy truly affects fighting skills.
   96.      Herein are the many complex formulae necessary for travel between and through the many diverse planes of existence. Each plane is accessed by a moongate, and even our very own Lord British came to Britannia from one of these planes via a moongate.~
   97.      Herein are the many essays covering an indepth study of the aftermath of a volcanic eruption. The work was extensively researched, and is filled with testamonials from many a survivor. The most interesting story is told by Fendora, a young woman from Minoc, who claims to have experienced a volcanic eruption near every one of the five towns in which she has lived.
   98.      Herein are the words penned by the illustrious master lute-player, himself. The voluminous work begins with a description of the building process and carefully leads into the music theory. I heartfully and willingly share my title with this young and very talented virtuoso, and recommend that thee follow his words of wisdom well~
   99.      Herein can be found a novel relating the travels of a fledgling warrior, struggling to gain skill and respect in a treacherous world. As the warrior gains experience in dealing with opposition, he begins to notice how well the land is balanced in ideaology:  for every evil, there seems to be a good, and vice-versa.
  100.      Herein can be found the definitive word on chivalry and the duties to a knight's liege.
  101.      Herein can be found the guidebook for druidic culture. Details on rituals, spells, and the organizational structure fill the rather large number of pages that make up this fine well-spring of knowledge. 
  102.      Herein is discussed the most current theories on gravity and mass. After years of study and research, the author finally put the fruits of his labor down in the pages of this tome, which includes his discussion on falling apples.
  103.      Herein is the sequel to THE FIVE STAGES OF LAWN CARE. This novel, which focuses on the same two men, is set ten years after the former work.
  104.      Herein is the short book that discusses both moons of Britannia, Trammel and Felucca, in detail, explaining their orbits, approximate sizes, and expected compositions. In addition, there is a short essay about the possibility of people who live on these moons, and how to contact them. The work also includes a short story about a sorceress who discovers a way to change the color of Felucca. After testing her observations, she quickly learns that the changes have little affect on anything or anyone.
  105.      Herein lie the words that tell of adventures to be had in the space between Britannia and the heavens. The work, although fictional, preposes that there are many undiscovered lands that lie between Britannia and other suns.
  106.      Herein lies a fable of treachery in the fair city of Britain. A despicable guild of thieves who seek political power in the government sends two of its best members to infiltrate the Royal castle. The true conflict arises when two of the Royal gaurds begin to bicker so violently with each other that they miss important pieces if evidence that lead to the two thieves.
  107.      Herein lies the compilation that discusses various elements found in adventure stories. In addition to an evaluation of their literary worth, one essay demonstrates how to apply such elements in other styles.
  108.      Herein one can find the descriptions of a plethora of rocks and gems.~
  109.      Housed inside this anthology of stage works are such greats as "Three on a Codpiece", "The Trials of the Avatar", "The Plagiarist", "Clue", "Thumbs Down", and several other prize-winning pieces. For convenience in production, several suggested costumes and make-up techniques are listed in the back.
  110.      However, finding the Stone is only half the battle, for now thou must perform magicks beyonds the abilities of normal men. With a ... thou must..........
  111.      However, in combat, they are quite formidable without any aid, for in addition to their sharp claws and the rows of razor-like teeth that fill their maws, they are capable of producing large clouds of fiery death. That, combined with their ability to become invisible makes them more than a match for any foolish enough to cross one.~
  112.      However, this also leads to some concern. To this point, every individual who has entered Britannia from another plane has been benevolent (most notably Lord British and the Avatar). But if they have the ability to employ these gates, is there not the chance that other, evil beings might, too, be able to venture into our fair lands at their whimsy? A thought to be considered for the future.
  113.      I do hearby bequeath my firedoom staff to anyone who is mighty and cunning enough to penetrate the defenses of my fortress and slay my pet.~~
  114.      I have been here for more days than I am able to remember, though I have not forgotten the day I entered this forsaken cave which has become my tomb. That was 2-29-0227. But my food ran out long ago, and the rats are more interested in eating me than letting me eat them. My strength is gone, as is my will. If thou dost find this, please tell Mythra I love her.
  115.      I wonder why everyone has become so crazy for these special trees. I doubt even one so insane as Lord British's Chuckles would pass these off as any sort of precious metal, though if anyone would, we all know it would be the man who carries so much weight with Lord British (the weight of wine bottles, that is).
  116.      In addition, most hens do not lay their eggs at the same time as their sister hens. A hen must rest at the minimum three full hours before she will capable of producing another. And do not be concerned if more time is necessary for thy hens to create more of their offspring.
  117.      In addition, the book lists a few of the after-effects of healing and curing, such as an increase in appetite, intense restlessness, and slight dizzy spells. Though not for good as an introduction to healing for beginners, the tome is perfect for the seasoned healer.
  118.      In this volume, compiled for easy reference, are some of the many fascinating constructions I have found during my researches. These items range from interesting uses for mundane items to fascinating miscarriages of magic. Please read and enjoy the varied realm of My Brittannia.*
  119.      It is important to set the flour first upon the table. Many bakers prefer to manipulate the dough on the hearth itself, but I prefer preheating the hearth (it makes for more thorough baking), so that is not possible.~
  120.      It is not known where Hook resides, but many believe he has a secret hideout on Buccaneer's Den. His most recent sighting confirmed that he is travelling with a warrior gargoyle named Forskis.~~
  121.      It is the author's expectation that thou art reading this to familiarize thyself with the effects of various potions based on their color. The first part of this work will discuss such aspects, with the remaining pages covering the materials and steps required to make such alchemal creations.*
  122.      It was Lord British who had the insight to call forth a quest for the Avatar (whom also happened to be the champion from the days of Sosaria), and who gave prosperity and happiness unto the people.~
  123.      Just below the winged gargoyles follow the wonderous masses of humanity, without whom the economic and governmental aspects would collapse. These, of course, are followed by the less worldly, but quite, quite strong wingless gargoyles.~
  124.      Kite-building techniques thou hast never seen before, from the simple box kite to the mind-numbing criscross butterfly. Each kite is presented in several forms, from beginning to end. At the end of the essay is a listing of wind variables and flying styles.
  125.      Legendary rock? Perhaps. Powerful relic? Definitely.~The Stone Of Castambre -- named for the mage who is rumored to have enchanted and placed it -- is said to be located on the Isle of Fire, also the location of the Shrines of the Three Principles. Of course, since knowledge of the Isle has long since disappeared, knowledge of the infamous Stone is equally mysterious. However, through research and study of Castambre's diary I have brought to light a few clues to the Stone's whereabouts.*
  126.      Many centuries ago, the prophet, Father Antos, foretold the coming of a plaque of Locust that would arrive from the lands to the north.  He predicted that their source area was so important that it would indicate who would survive the attack, and who would not. He predicted that anyone living in a house having a door with a northern exposure would perish under the onslaught. Two days later, the locusts came, and in the aftermath, it was discoverd that only the houses with doors on the north wall were destroyed.~~
  127.      May all who read this rot in death!~
  128.      Members of the Great Council are followed by the winged gargoyles, for they are highly educated and well-versed in all matters of life. Many a winged friend has supplied words of wisdom to a traveler venturing through Terfin.~
  129.      More recent entries describe the Crown of the Liche King, the Well of Souls, and a mysterious Blackrock Sword which apparently has the power to slay even one so powerful as Lord British.
  130.      Much of the impact upon our economic system has come from...
  131.      Not more than three decades from then the walls were abandoned. This lasted but for a short time, however, for a small colony of wingless gargoyles found refuge within the confines of the keep. Three years later they were driven out by Lord Vemelon of Jhelom , who chose to retain the castle for his own purposes~
  132.      Not only does this extensive tome describe the many riding beasts in Britannia, but it also discusses riding styles and techniques. In addition, it addresses the reasons for the popularity of carts, explaining why so few people choose to continue riding horses. The final chapter covers flying carpets, and how they will ultimately replace all non-magical means of travel.
  133.      Now that the creature is enchanted, of course, it will become necessary to instruct it, much as one educates a child. However, a stone golem will learn much more quickly...
  134.      Now thou shalt seek out...
  135.      Now, the next item will prove a true treat for thy loved ones...
  136.      Obviously, not everything that tastes good is nourishing. At the top of this list, I must put down Silverleaf. The taste is absolutely exquisite! Short of that, I recommend roast mutton with a lovely Minoxian glaze sauce. Add a potato as a side course, with the whole meal preceeded by a few raw vegetables, and thou truly hast a wonderful feast!~     For a second course, I would suggest...
  137.      Oddly enough, very few people have actually encountered these ape-like creatures. Little is known about them, they seem to shun human contact. However, observations have revealed that they are definitely herbivores, nevering eating meat. The Emps forge homes from the wood of dead trees, and built shelters high up in the limbs of Silverleaf trees.~
  138.      Of course, Emps are not the only creatures who...
  139.      Of course, another important weapon for the fisherman is his mind. He will need a keen sense of observation to aid him in his struggle against the slippery opponents. The first thing he must do is search for a body of water where the fish are so common that they are forced to jump above the water simply to have room for the others. A lake or pond filled with fish will provide the wise fisherman a better opportunity for an encounter.~
  140.      Once all the materials are gathered, each mage must stand within one of the five corners of a pentagram drawn from the dust of a dragon's thigh bone...
  141.      One chapter is entitled 101 uses for the human heart. Another passage describes the method by which human skin is tanned and pressed for use as writing material...
  142.      One day the false prophet will come and desecrate our most holy shrine. And the false prophet will steal our most holy artifact, the Codex of Ultimate Wisdom.~
  143.      One last time shall the prophet come. This time, the false prophet will come with a band of warriors. And they will destroy all that remains of the gargoyle race.~
  144.      Our society is the same. It, too, continues forever, with all members (and all virtues) equeal parts of the unified whole.
  145.      Perhaps someday I shall have the time and inclination to write on this parchment, but for now it pleases me not to.
  146.      Previously titled: MY LIFE AS A WOODCUTTER, this classic volume pleased readers more than two centuries ago. Much of it reads like a journal, with humorous commentary added by the author between groups of entries.~
  147.      Shouldst one ever be found that is willing to bargain with thee, I strongly suggest doing so, for very few can survive a battle with one of these terrible lizards, and even fewer can emerge victorious.
  148.      The ability to combine one's power with that of another mage's is fundamental to the casting of enchantments. While standing in an outer triangle of a pentagram, up to five wizards may enhance the effects of their spells. The bloodletting from either a goat, sheep, or cat -- one per mage -- is necessary, in addition to the consumption of the secretion of a type three acid slug.~
  149.      The absence of Control, Passion, and Diligence is Chaos. Thus absence of the principles points toward the seventh virture, Order.~
  150.      The attitudes seems similar to that of how the more intelligent, winged gargoyles treat the wingless. There is an air of condescension, but the feelings of care still exist, as if the wingless were children to be protect and watched over by the winged.
  151.      The author of this poetic treatise attempts to show how necromancy has been maligned throughout the years and explains the beneficial knowledge that can be garnered by studying the effects of magic on a lifeless corpse, including the more recent art of returning life to a dead companion, known as resurrection.
  152.      The crinkled pages of this book appear to be made of an odd sort of leather. It contains various essays concerning the treatment of the deceased, especially the bodily remains.
  153.      The fundamentals for baking all come from knowledge of how to perform one simple task: baking bread. If thou art able to do that, thou canst bake anything, from meat pies to tarts for thy guests.~
  154.      The hierarchy of the peoples of Britannia follows a traditional order. Though little here is meant to be law, the entire content was compiled from observartiions made throughout the land.~
  155.      The main irony of the title is apparent to anyone who has ever cared for a horse, for, as any stablemaster or horse owner can attest, horses need no food or rest.
  156.      The major purpose of the Stone's power is to animate inanimate objects: statues, golems, tools, etc. In addition, shouldst the desired object be one already imbued with the power of conversation, the Stone will enhance such powers, giving the object, or rather, creature, independent thought. Historians claim that it is with this stone that Castambre concocted creatures of such deep personalities that, from behind a curtain, it was impossible to differentiated between a person and one of his creations.*
  157.      The mysterious substance known as Black Rock is completely indestructible. Only by magical means can it be molded and shaped.
  158.      The next enchantment is Kal Mani (appendix QQ). This will "breathe life" into the newly created golems, or rather, breathe animation into them. Once created, each golem will have enough rudimentary intelligence to obey and respond to three single-word commands, or one extensive request of any length.*
  159.      The next step is too procure 10 newborn babes, none more than six days old. With a knife cut from the bone of a harpy, thou must remove of the blood from each newborn. To be kept fresh, the blood must be stored in an onyx flask, though mixing of each baby's blood is quite permissible.*
  160.      The story of Stonegate Castle is, indeed, an interesting one. At one time the keep was occupied by the Shadowlords, during Lord British's disappearance and Blackthorn's evil rule. However, once the Avatar returned our noble monarch to his throne, eliminating the Shadowlords from Britannia, a family of cyclops made the castle their home.~
  161.      The story within this novel relates the tale of Good King Kettle, who rules a great land without any troubles.
  162.      The tale of a little girl, Dorthy, who, with her dog, Toto, travels through whirlwinds and magic to a fanciful land called Oz. Dorothy's search for ideals in this land win her three new friends. The first, a brainless scarecrow, whose ultimate wisdom teaches her the principle of Truth.  The second, a heartless tin-man, whose undying devotion shows her the principle of Love.  Finally, Dorothy encounters a cowardly lion, who, facing all perils to save her, demonstrates the principle of Courage.
